date,country,country_population,state_province,state_province_population,new_cases,new_deaths,cumulative_cases,cumulative_deaths
2020-03-14,Argentina,NA,Buenos Aires Province,17370144,2,0,12,3
2020-03-15,Argentina,NA,Buenos Aires Province,17370144,0,0,12,3
2020-03-16,Argentina,NA,Buenos Aires Province,17370144,3,0,15,3
2020-03-17,Argentina,NA,Buenos Aires Province,17370144,3,3,18,6
2020-03-18,Argentina,NA,Buenos Aires Province,17370144,10,0,28,6
2020-03-19,Argentina,NA,Buenos Aires Province,17370144,11,2,39,8
2020-03-20,Argentina,NA,Buenos Aires Province,17370144,8,0,47,8
2020-03-21,Argentina,NA,Buenos Aires Province,17370144,14,2,61,10
2020-03-22,Argentina,NA,Buenos Aires Province,17370144,10,1,71,11
2020-03-23,Argentina,NA,Buenos Aires Province,17370144,9,1,80,12
2020-03-24,Argentina,NA,Buenos Aires Province,17370144,31,4,111,16
2020-03-25,Argentina,NA,Buenos Aires Province,17370144,42,1,153,17
2020-03-26,Argentina,NA,Buenos Aires Province,17370144,35,8,188,25
2020-03-27,Argentina,NA,Buenos Aires Province,17370144,25,5,213,30
2020-03-28,Argentina,NA,Buenos Aires Province,17370144,12,10,225,40
2020-03-29,Argentina,NA,Buenos Aires Province,17370144,19,9,244,49
2020-03-30,Argentina,NA,Buenos Aires Province,17370144,22,6,266,55
2020-03-31,Argentina,NA,Buenos Aires Province,17370144,21,8,287,63
2020-04-01,Argentina,NA,Buenos Aires Province,17370144,29,5,316,68
2020-04-02,Argentina,NA,Buenos Aires Province,17370144,31,11,347,79
2020-04-03,Argentina,NA,Buenos Aires Province,17370144,32,9,379,88
2020-04-04,Argentina,NA,Buenos Aires Province,17370144,31,8,410,96
2020-04-05,Argentina,NA,Buenos Aires Province,17370144,13,18,423,114
2020-04-06,Argentina,NA,Buenos Aires Province,17370144,32,16,455,130
2020-04-07,Argentina,NA,Buenos Aires Province,17370144,17,12,472,142
2020-04-08,Argentina,NA,Buenos Aires Province,17370144,23,14,495,156
2020-04-09,Argentina,NA,Buenos Aires Province,17370144,20,12,515,168
2020-04-10,Argentina,NA,Buenos Aires Province,17370144,43,9,558,177
2020-04-11,Argentina,NA,Buenos Aires Province,17370144,18,9,576,186
2020-04-12,Argentina,NA,Buenos Aires Province,17370144,35,12,611,198
2020-04-13,Argentina,NA,Buenos Aires Province,17370144,23,16,634,214
2020-04-14,Argentina,NA,Buenos Aires Province,17370144,63,11,697,225
2020-04-15,Argentina,NA,Buenos Aires Province,17370144,50,18,747,243
2020-04-16,Argentina,NA,Buenos Aires Province,17370144,41,15,788,258
2020-04-17,Argentina,NA,Buenos Aires Province,17370144,35,15,823,273
2020-04-18,Argentina,NA,Buenos Aires Province,17370144,59,18,882,291
2020-04-19,Argentina,NA,Buenos Aires Province,17370144,26,14,908,305
2020-04-20,Argentina,NA,Buenos Aires Province,17370144,48,13,956,318
2020-04-21,Argentina,NA,Buenos Aires Province,17370144,62,16,1018,334
2020-04-22,Argentina,NA,Buenos Aires Province,17370144,59,18,1077,352
2020-04-23,Argentina,NA,Buenos Aires Province,17370144,69,18,1146,370
2020-04-24,Argentina,NA,Buenos Aires Province,17370144,77,14,1223,384
2020-04-25,Argentina,NA,Buenos Aires Province,17370144,79,13,1302,397
2020-04-26,Argentina,NA,Buenos Aires Province,17370144,30,17,1332,414
2020-04-27,Argentina,NA,Buenos Aires Province,17370144,67,32,1399,446
2020-04-28,Argentina,NA,Buenos Aires Province,17370144,62,16,1461,462
2020-04-29,Argentina,NA,Buenos Aires Province,17370144,89,11,1550,473
2020-04-30,Argentina,NA,Buenos Aires Province,17370144,47,16,1597,489
2020-05-01,Argentina,NA,Buenos Aires Province,17370144,48,17,1645,506
2020-05-02,Argentina,NA,Buenos Aires Province,17370144,39,9,1684,515
2020-05-03,Argentina,NA,Buenos Aires Province,17370144,31,17,1715,532
2020-05-04,Argentina,NA,Buenos Aires Province,17370144,46,14,1761,546
2020-05-05,Argentina,NA,Buenos Aires Province,17370144,77,10,1838,556
2020-05-06,Argentina,NA,Buenos Aires Province,17370144,58,13,1896,569
2020-05-07,Argentina,NA,Buenos Aires Province,17370144,58,22,1954,591
2020-05-08,Argentina,NA,Buenos Aires Province,17370144,74,11,2028,602
2020-05-09,Argentina,NA,Buenos Aires Province,17370144,57,18,2085,620
2020-05-10,Argentina,NA,Buenos Aires Province,17370144,39,17,2124,637
2020-05-11,Argentina,NA,Buenos Aires Province,17370144,57,15,2181,652
2020-05-12,Argentina,NA,Buenos Aires Province,17370144,89,18,2270,670
2020-05-13,Argentina,NA,Buenos Aires Province,17370144,95,14,2365,684
2020-05-14,Argentina,NA,Buenos Aires Province,17370144,92,15,2457,699
2020-05-15,Argentina,NA,Buenos Aires Province,17370144,97,17,2554,716
2020-05-16,Argentina,NA,Buenos Aires Province,17370144,118,21,2672,737
2020-05-17,Argentina,NA,Buenos Aires Province,17370144,53,13,2725,750
2020-05-18,Argentina,NA,Buenos Aires Province,17370144,156,17,2881,767
2020-05-19,Argentina,NA,Buenos Aires Province,17370144,154,15,3035,782
2020-05-20,Argentina,NA,Buenos Aires Province,17370144,194,24,3229,806
2020-05-21,Argentina,NA,Buenos Aires Province,17370144,266,18,3495,824
2020-05-22,Argentina,NA,Buenos Aires Province,17370144,297,25,3792,849
2020-05-23,Argentina,NA,Buenos Aires Province,17370144,224,14,4016,863
2020-05-24,Argentina,NA,Buenos Aires Province,17370144,153,12,4169,875
2020-05-25,Argentina,NA,Buenos Aires Province,17370144,245,23,4414,898
2020-05-26,Argentina,NA,Buenos Aires Province,17370144,270,16,4684,914
2020-05-27,Argentina,NA,Buenos Aires Province,17370144,268,17,4952,931
2020-05-28,Argentina,NA,Buenos Aires Province,17370144,260,18,5212,949
2020-05-29,Argentina,NA,Buenos Aires Province,17370144,331,15,5543,964
2020-05-30,Argentina,NA,Buenos Aires Province,17370144,313,23,5856,987
2020-05-31,Argentina,NA,Buenos Aires Province,17370144,201,23,6057,1010
2020-06-01,Argentina,NA,Buenos Aires Province,17370144,414,27,6471,1037
2020-06-02,Argentina,NA,Buenos Aires Province,17370144,475,24,6946,1061
2020-06-03,Argentina,NA,Buenos Aires Province,17370144,400,26,7346,1087
2020-06-04,Argentina,NA,Buenos Aires Province,17370144,385,25,7731,1112
2020-06-05,Argentina,NA,Buenos Aires Province,17370144,441,23,8172,1135
2020-06-06,Argentina,NA,Buenos Aires Province,17370144,552,30,8724,1165
2020-06-07,Argentina,NA,Buenos Aires Province,17370144,236,31,8960,1196
2020-06-08,Argentina,NA,Buenos Aires Province,17370144,457,33,9417,1229
2020-06-09,Argentina,NA,Buenos Aires Province,17370144,680,29,10097,1258
2020-06-10,Argentina,NA,Buenos Aires Province,17370144,689,28,10786,1286
2020-06-11,Argentina,NA,Buenos Aires Province,17370144,815,24,11601,1310
2020-06-12,Argentina,NA,Buenos Aires Province,17370144,810,24,12411,1334
2020-06-13,Argentina,NA,Buenos Aires Province,17370144,835,29,13246,1363
2020-06-14,Argentina,NA,Buenos Aires Province,17370144,481,32,13727,1395
2020-06-15,Argentina,NA,Buenos Aires Province,17370144,699,32,14426,1427
2020-06-16,Argentina,NA,Buenos Aires Province,17370144,881,38,15307,1465
2020-06-17,Argentina,NA,Buenos Aires Province,17370144,1072,33,16379,1498
2020-06-18,Argentina,NA,Buenos Aires Province,17370144,1103,36,17482,1534
2020-06-19,Argentina,NA,Buenos Aires Province,17370144,1157,28,18639,1562
2020-06-20,Argentina,NA,Buenos Aires Province,17370144,1423,25,20062,1587
2020-06-21,Argentina,NA,Buenos Aires Province,17370144,628,39,20690,1626
2020-06-22,Argentina,NA,Buenos Aires Province,17370144,1144,41,21834,1667
2020-06-23,Argentina,NA,Buenos Aires Province,17370144,1452,36,23286,1703
2020-06-24,Argentina,NA,Buenos Aires Province,17370144,1415,46,24701,1749
2020-06-25,Argentina,NA,Buenos Aires Province,17370144,1738,36,26439,1785
2020-06-26,Argentina,NA,Buenos Aires Province,17370144,1836,58,28275,1843
2020-06-27,Argentina,NA,Buenos Aires Province,17370144,1487,54,29762,1897
2020-06-28,Argentina,NA,Buenos Aires Province,17370144,962,47,30724,1944
2020-06-29,Argentina,NA,Buenos Aires Province,17370144,1348,41,32072,1985
2020-06-30,Argentina,NA,Buenos Aires Province,17370144,1745,55,33817,2040
2020-07-01,Argentina,NA,Buenos Aires Province,17370144,1779,71,35596,2111
2020-07-02,Argentina,NA,Buenos Aires Province,17370144,1737,56,37333,2167
2020-07-03,Argentina,NA,Buenos Aires Province,17370144,2142,55,39475,2222
2020-07-04,Argentina,NA,Buenos Aires Province,17370144,2204,73,41679,2295
2020-07-05,Argentina,NA,Buenos Aires Province,17370144,1061,80,42740,2375
2020-07-06,Argentina,NA,Buenos Aires Province,17370144,1755,66,44495,2441
2020-07-07,Argentina,NA,Buenos Aires Province,17370144,2127,68,46622,2509
2020-07-08,Argentina,NA,Buenos Aires Province,17370144,2670,87,49292,2596
2020-07-09,Argentina,NA,Buenos Aires Province,17370144,2364,70,51656,2666
2020-07-10,Argentina,NA,Buenos Aires Province,17370144,2339,93,53995,2759
2020-07-11,Argentina,NA,Buenos Aires Province,17370144,2188,85,56183,2844
2020-07-12,Argentina,NA,Buenos Aires Province,17370144,1255,63,57438,2907
2020-07-13,Argentina,NA,Buenos Aires Province,17370144,2185,79,59623,2986
2020-07-14,Argentina,NA,Buenos Aires Province,17370144,2718,89,62341,3075
2020-07-15,Argentina,NA,Buenos Aires Province,17370144,2705,111,65046,3186
2020-07-16,Argentina,NA,Buenos Aires Province,17370144,3016,71,68062,3257
2020-07-17,Argentina,NA,Buenos Aires Province,17370144,3152,91,71214,3348
2020-07-18,Argentina,NA,Buenos Aires Province,17370144,3026,104,74240,3452
2020-07-19,Argentina,NA,Buenos Aires Province,17370144,1857,92,76097,3544
2020-07-20,Argentina,NA,Buenos Aires Province,17370144,3069,99,79166,3643
2020-07-21,Argentina,NA,Buenos Aires Province,17370144,3629,111,82795,3754
2020-07-22,Argentina,NA,Buenos Aires Province,17370144,4046,115,86841,3869
2020-07-23,Argentina,NA,Buenos Aires Province,17370144,4109,100,90950,3969
2020-07-24,Argentina,NA,Buenos Aires Province,17370144,4403,102,95353,4071
2020-07-25,Argentina,NA,Buenos Aires Province,17370144,3418,98,98771,4169
2020-07-26,Argentina,NA,Buenos Aires Province,17370144,2124,111,100895,4280
2020-07-27,Argentina,NA,Buenos Aires Province,17370144,3601,126,104496,4406
2020-07-28,Argentina,NA,Buenos Aires Province,17370144,4159,104,108655,4510
2020-07-29,Argentina,NA,Buenos Aires Province,17370144,4509,114,113164,4624
2020-07-30,Argentina,NA,Buenos Aires Province,17370144,4294,111,117458,4735
2020-07-31,Argentina,NA,Buenos Aires Province,17370144,5006,115,122464,4850
2020-08-01,Argentina,NA,Buenos Aires Province,17370144,3427,96,125891,4946
2020-08-02,Argentina,NA,Buenos Aires Province,17370144,2906,115,128797,5061
2020-08-03,Argentina,NA,Buenos Aires Province,17370144,4082,130,132879,5191
2020-08-04,Argentina,NA,Buenos Aires Province,17370144,4810,104,137689,5295
2020-08-05,Argentina,NA,Buenos Aires Province,17370144,5544,112,143233,5407
2020-08-06,Argentina,NA,Buenos Aires Province,17370144,5377,129,148610,5536
2020-08-07,Argentina,NA,Buenos Aires Province,17370144,5709,123,154319,5659
2020-08-08,Argentina,NA,Buenos Aires Province,17370144,4425,114,158744,5773
2020-08-09,Argentina,NA,Buenos Aires Province,17370144,2715,126,161459,5899
2020-08-10,Argentina,NA,Buenos Aires Province,17370144,4392,136,165851,6035
2020-08-11,Argentina,NA,Buenos Aires Province,17370144,4788,101,170639,6136
2020-08-12,Argentina,NA,Buenos Aires Province,17370144,4879,125,175518,6261
2020-08-13,Argentina,NA,Buenos Aires Province,17370144,4751,114,180269,6375
2020-08-14,Argentina,NA,Buenos Aires Province,17370144,4482,138,184751,6513
2020-08-15,Argentina,NA,Buenos Aires Province,17370144,4121,113,188872,6626
2020-08-16,Argentina,NA,Buenos Aires Province,17370144,1774,108,190646,6734
2020-08-17,Argentina,NA,Buenos Aires Province,17370144,3231,134,193877,6868
2020-08-18,Argentina,NA,Buenos Aires Province,17370144,4076,122,197953,6990
2020-08-19,Argentina,NA,Buenos Aires Province,17370144,5014,109,202967,7099
2020-08-20,Argentina,NA,Buenos Aires Province,17370144,5633,100,208600,7199
2020-08-21,Argentina,NA,Buenos Aires Province,17370144,5093,109,213693,7308
2020-08-22,Argentina,NA,Buenos Aires Province,17370144,4541,108,218234,7416
2020-08-23,Argentina,NA,Buenos Aires Province,17370144,2411,105,220645,7521
2020-08-24,Argentina,NA,Buenos Aires Province,17370144,4791,154,225436,7675
2020-08-25,Argentina,NA,Buenos Aires Province,17370144,5440,103,230876,7778
2020-08-26,Argentina,NA,Buenos Aires Province,17370144,6127,85,237003,7863
2020-08-27,Argentina,NA,Buenos Aires Province,17370144,6507,100,243510,7963
2020-08-28,Argentina,NA,Buenos Aires Province,17370144,5883,106,249393,8069
2020-08-29,Argentina,NA,Buenos Aires Province,17370144,4887,109,254280,8178
2020-08-30,Argentina,NA,Buenos Aires Province,17370144,3122,91,257402,8269
2020-08-31,Argentina,NA,Buenos Aires Province,17370144,5144,112,262546,8381
2020-09-01,Argentina,NA,Buenos Aires Province,17370144,5752,109,268298,8490
2020-09-02,Argentina,NA,Buenos Aires Province,17370144,5809,84,274107,8574
2020-09-03,Argentina,NA,Buenos Aires Province,17370144,5285,87,279392,8661
2020-09-04,Argentina,NA,Buenos Aires Province,17370144,4931,78,284323,8739
2020-09-05,Argentina,NA,Buenos Aires Province,17370144,4510,86,288833,8825
2020-09-06,Argentina,NA,Buenos Aires Province,17370144,2488,83,291321,8908
2020-09-07,Argentina,NA,Buenos Aires Province,17370144,4723,88,296044,8996
2020-09-08,Argentina,NA,Buenos Aires Province,17370144,5798,80,301842,9076
2020-09-09,Argentina,NA,Buenos Aires Province,17370144,5763,88,307605,9164
2020-09-10,Argentina,NA,Buenos Aires Province,17370144,5034,64,312639,9228
2020-09-11,Argentina,NA,Buenos Aires Province,17370144,5436,68,318075,9296
2020-09-12,Argentina,NA,Buenos Aires Province,17370144,4185,51,322260,9347
2020-09-13,Argentina,NA,Buenos Aires Province,17370144,2137,56,324397,9403
2020-09-14,Argentina,NA,Buenos Aires Province,17370144,3728,44,328125,9447
2020-09-15,Argentina,NA,Buenos Aires Province,17370144,1693,13,329818,9460
2020-03-16,Argentina,NA,Chaco,1192616,4,0,11,1
2020-03-17,Argentina,NA,Chaco,1192616,1,0,12,1
2020-03-18,Argentina,NA,Chaco,1192616,1,0,13,1
2020-03-19,Argentina,NA,Chaco,1192616,2,0,15,1
2020-03-20,Argentina,NA,Chaco,1192616,1,0,16,1
2020-03-21,Argentina,NA,Chaco,1192616,5,0,21,1
2020-03-22,Argentina,NA,Chaco,1192616,7,0,28,1
2020-03-23,Argentina,NA,Chaco,1192616,4,0,32,1
2020-03-24,Argentina,NA,Chaco,1192616,13,1,45,2
2020-03-25,Argentina,NA,Chaco,1192616,2,4,47,6
2020-03-26,Argentina,NA,Chaco,1192616,7,1,54,7
2020-03-27,Argentina,NA,Chaco,1192616,4,0,58,7
2020-03-28,Argentina,NA,Chaco,1192616,5,1,63,8
2020-03-29,Argentina,NA,Chaco,1192616,13,0,76,8
2020-03-30,Argentina,NA,Chaco,1192616,3,1,79,9
2020-03-31,Argentina,NA,Chaco,1192616,4,1,83,10
2020-04-01,Argentina,NA,Chaco,1192616,8,2,91,12
2020-04-02,Argentina,NA,Chaco,1192616,9,1,100,13
2020-04-03,Argentina,NA,Chaco,1192616,5,0,105,13
2020-04-04,Argentina,NA,Chaco,1192616,2,0,107,13
2020-04-06,Argentina,NA,Chaco,1192616,10,2,117,15
2020-04-07,Argentina,NA,Chaco,1192616,12,0,129,15
2020-04-08,Argentina,NA,Chaco,1192616,3,1,132,16
2020-04-09,Argentina,NA,Chaco,1192616,6,0,138,16
2020-04-10,Argentina,NA,Chaco,1192616,0,0,138,16
2020-04-11,Argentina,NA,Chaco,1192616,1,1,139,17
2020-04-12,Argentina,NA,Chaco,1192616,1,0,140,17
2020-04-13,Argentina,NA,Chaco,1192616,26,1,166,18
2020-04-14,Argentina,NA,Chaco,1192616,2,2,168,20
2020-04-15,Argentina,NA,Chaco,1192616,14,4,182,24
2020-04-16,Argentina,NA,Chaco,1192616,22,1,204,25
2020-04-17,Argentina,NA,Chaco,1192616,16,0,220,25
2020-04-18,Argentina,NA,Chaco,1192616,9,0,229,25
2020-04-19,Argentina,NA,Chaco,1192616,3,3,232,28
2020-04-20,Argentina,NA,Chaco,1192616,4,1,236,29
2020-04-21,Argentina,NA,Chaco,1192616,7,3,243,32
2020-04-22,Argentina,NA,Chaco,1192616,6,1,249,33
2020-04-23,Argentina,NA,Chaco,1192616,7,1,256,34
2020-04-24,Argentina,NA,Chaco,1192616,14,2,270,36
2020-04-25,Argentina,NA,Chaco,1192616,6,1,276,37
2020-04-26,Argentina,NA,Chaco,1192616,8,0,284,37
2020-04-27,Argentina,NA,Chaco,1192616,3,1,287,38
2020-04-28,Argentina,NA,Chaco,1192616,4,2,291,40
2020-04-29,Argentina,NA,Chaco,1192616,3,1,294,41
2020-04-30,Argentina,NA,Chaco,1192616,14,0,308,41
2020-05-01,Argentina,NA,Chaco,1192616,17,4,325,45
2020-05-02,Argentina,NA,Chaco,1192616,4,4,329,49
2020-05-03,Argentina,NA,Chaco,1192616,4,3,333,52
2020-05-04,Argentina,NA,Chaco,1192616,12,3,345,55
2020-05-05,Argentina,NA,Chaco,1192616,7,1,352,56
2020-05-06,Argentina,NA,Chaco,1192616,24,3,376,59
2020-05-07,Argentina,NA,Chaco,1192616,33,1,409,60
2020-05-08,Argentina,NA,Chaco,1192616,11,2,420,62
2020-05-09,Argentina,NA,Chaco,1192616,33,1,453,63
2020-05-10,Argentina,NA,Chaco,1192616,22,2,475,65
2020-05-11,Argentina,NA,Chaco,1192616,0,4,475,69
2020-05-12,Argentina,NA,Chaco,1192616,18,2,493,71
2020-05-13,Argentina,NA,Chaco,1192616,19,2,512,73
2020-05-14,Argentina,NA,Chaco,1192616,27,1,539,74
2020-05-15,Argentina,NA,Chaco,1192616,16,5,555,79
2020-05-16,Argentina,NA,Chaco,1192616,25,3,580,82
2020-05-17,Argentina,NA,Chaco,1192616,14,2,594,84
2020-05-18,Argentina,NA,Chaco,1192616,25,5,619,89
2020-05-19,Argentina,NA,Chaco,1192616,31,1,650,90
2020-05-20,Argentina,NA,Chaco,1192616,25,2,675,92
2020-05-21,Argentina,NA,Chaco,1192616,25,0,700,92
2020-05-22,Argentina,NA,Chaco,1192616,26,4,726,96
2020-05-23,Argentina,NA,Chaco,1192616,23,1,749,97
2020-05-24,Argentina,NA,Chaco,1192616,5,1,754,98
2020-05-25,Argentina,NA,Chaco,1192616,18,2,772,100
2020-05-26,Argentina,NA,Chaco,1192616,14,2,786,102
2020-05-27,Argentina,NA,Chaco,1192616,33,2,819,104
2020-05-28,Argentina,NA,Chaco,1192616,24,6,843,110
2020-05-29,Argentina,NA,Chaco,1192616,28,2,871,112
2020-05-30,Argentina,NA,Chaco,1192616,17,2,888,114
2020-05-31,Argentina,NA,Chaco,1192616,2,3,890,117
2020-06-01,Argentina,NA,Chaco,1192616,32,4,922,121
2020-06-02,Argentina,NA,Chaco,1192616,8,1,930,122
2020-06-03,Argentina,NA,Chaco,1192616,49,3,979,125
2020-06-04,Argentina,NA,Chaco,1192616,40,2,1019,127
2020-06-05,Argentina,NA,Chaco,1192616,19,3,1038,130
2020-06-06,Argentina,NA,Chaco,1192616,19,1,1057,131
2020-06-07,Argentina,NA,Chaco,1192616,37,1,1094,132
2020-06-08,Argentina,NA,Chaco,1192616,37,3,1131,135
2020-06-09,Argentina,NA,Chaco,1192616,36,0,1167,135
2020-06-10,Argentina,NA,Chaco,1192616,67,5,1234,140
2020-06-11,Argentina,NA,Chaco,1192616,17,1,1251,141
2020-06-12,Argentina,NA,Chaco,1192616,52,4,1303,145
2020-06-13,Argentina,NA,Chaco,1192616,50,0,1353,145
2020-06-14,Argentina,NA,Chaco,1192616,34,6,1387,151
2020-06-15,Argentina,NA,Chaco,1192616,23,0,1410,151
2020-06-16,Argentina,NA,Chaco,1192616,25,0,1435,151
2020-06-17,Argentina,NA,Chaco,1192616,59,3,1494,154
2020-06-18,Argentina,NA,Chaco,1192616,45,2,1539,156
2020-06-19,Argentina,NA,Chaco,1192616,38,8,1577,164
2020-06-20,Argentina,NA,Chaco,1192616,55,1,1632,165
2020-06-21,Argentina,NA,Chaco,1192616,26,1,1658,166
2020-06-22,Argentina,NA,Chaco,1192616,45,4,1703,170
2020-06-23,Argentina,NA,Chaco,1192616,54,3,1757,173
2020-06-24,Argentina,NA,Chaco,1192616,40,1,1797,174
2020-06-25,Argentina,NA,Chaco,1192616,41,3,1838,177
2020-06-26,Argentina,NA,Chaco,1192616,89,3,1927,180
2020-06-27,Argentina,NA,Chaco,1192616,70,2,1997,182
2020-06-28,Argentina,NA,Chaco,1192616,29,3,2026,185
2020-06-29,Argentina,NA,Chaco,1192616,43,3,2069,188
2020-06-30,Argentina,NA,Chaco,1192616,48,2,2117,190
2020-07-01,Argentina,NA,Chaco,1192616,81,5,2198,195
2020-07-02,Argentina,NA,Chaco,1192616,42,2,2240,197
2020-07-03,Argentina,NA,Chaco,1192616,58,6,2298,203
2020-07-04,Argentina,NA,Chaco,1192616,46,3,2344,206
2020-07-05,Argentina,NA,Chaco,1192616,26,1,2370,207
2020-07-06,Argentina,NA,Chaco,1192616,25,1,2395,208
2020-07-07,Argentina,NA,Chaco,1192616,58,0,2453,208
2020-07-08,Argentina,NA,Chaco,1192616,32,5,2485,213
2020-07-09,Argentina,NA,Chaco,1192616,49,2,2534,215
2020-07-10,Argentina,NA,Chaco,1192616,57,4,2591,219
2020-07-11,Argentina,NA,Chaco,1192616,25,5,2616,224
2020-07-12,Argentina,NA,Chaco,1192616,22,3,2638,227
2020-07-13,Argentina,NA,Chaco,1192616,77,6,2715,233
2020-07-14,Argentina,NA,Chaco,1192616,67,3,2782,236
2020-07-15,Argentina,NA,Chaco,1192616,37,2,2819,238
2020-07-16,Argentina,NA,Chaco,1192616,59,2,2878,240
2020-07-17,Argentina,NA,Chaco,1192616,50,2,2928,242
2020-07-18,Argentina,NA,Chaco,1192616,50,3,2978,245
2020-07-19,Argentina,NA,Chaco,1192616,29,2,3007,247
2020-07-20,Argentina,NA,Chaco,1192616,42,2,3049,249
2020-07-21,Argentina,NA,Chaco,1192616,74,2,3123,251
2020-07-22,Argentina,NA,Chaco,1192616,49,2,3172,253
2020-07-23,Argentina,NA,Chaco,1192616,58,5,3230,258
2020-07-24,Argentina,NA,Chaco,1192616,39,1,3269,259
2020-07-25,Argentina,NA,Chaco,1192616,71,2,3340,261
2020-07-26,Argentina,NA,Chaco,1192616,27,3,3367,264
2020-07-27,Argentina,NA,Chaco,1192616,22,2,3389,266
2020-07-28,Argentina,NA,Chaco,1192616,82,4,3471,270
2020-07-29,Argentina,NA,Chaco,1192616,65,2,3536,272
2020-07-30,Argentina,NA,Chaco,1192616,56,3,3592,275
2020-07-31,Argentina,NA,Chaco,1192616,51,2,3643,277
2020-08-01,Argentina,NA,Chaco,1192616,44,2,3687,279
2020-08-02,Argentina,NA,Chaco,1192616,29,5,3716,284
2020-08-03,Argentina,NA,Chaco,1192616,55,5,3771,289
2020-08-04,Argentina,NA,Chaco,1192616,69,2,3840,291
2020-08-05,Argentina,NA,Chaco,1192616,47,2,3887,293
2020-08-06,Argentina,NA,Chaco,1192616,75,5,3962,298
2020-08-07,Argentina,NA,Chaco,1192616,54,1,4016,299
2020-08-08,Argentina,NA,Chaco,1192616,72,1,4088,300
2020-08-09,Argentina,NA,Chaco,1192616,14,2,4102,302
2020-08-10,Argentina,NA,Chaco,1192616,64,3,4166,305
2020-08-11,Argentina,NA,Chaco,1192616,70,1,4236,306
2020-08-12,Argentina,NA,Chaco,1192616,58,5,4294,311
